Date,Team,Opponent,Map,Kill,Death,Diff,Rating,Round Lose,Round Win,Tier
20/2/19,GermanyBIG,FranceVitality,mrg,11,26,-15,0.56,16,11,1
08/02/19,GermanyBIG,FranceG2,d2,33,17,16,1.86,12,16,1
08/02/19,GermanyBIG,FranceG2,cch,32,15,17,2.21,8,16,1
07/02/19,GermanyBIG,France3DMAX,cch,19,11,8,1.37,4,16,3
07/02/19,GermanyBIG,France3DMAX,d2,31,27,4,1.22,19,16,3
07/02/19,GermanyBIG,France3DMAX,inf,14,10,4,1.24,3,16,3
06/02/19,GermanyBIG,EuropeHellRaisers,cch,20,10,10,1.65,4,16,2
06/02/19,GermanyBIG,EuropeHellRaisers,d2,11,20,-9,0.6,16,8,2
06/02/19,GermanyBIG,EuropeHellRaisers,mrg,23,19,4,1.29,11,16,2
06/02/19,GermanyBIG,EuropeValiance,trn,18,15,3,1.18,10,16,3
06/02/19,GermanyBIG,EuropeValiance,d2,29,13,16,1.89,9,16,3
06/02/19,GermanyBIG,EuropeValiance,mrg,34,23,11,1.82,16,13,3
03/02/19,GermanyBIG,EuropeHellRaisers,inf,25,20,5,1.3,16,12,2
03/02/19,GermanyBIG,EuropeHellRaisers,ovp,17,19,-2,0.85,16,9,2
02/02/19,GermanyBIG,RussiaSpirit,cch,24,20,4,1.19,11,16,1
02/02/19,GermanyBIG,RussiaSpirit,d2,22,19,3,1.27,10,16,1
02/02/19,GermanyBIG,RussiaSpirit,mrg,24,20,4,1.26,16,13,1
27/1/19,GermanyBIG,EuropeFaZe,inf,9,19,-10,0.59,16,10,1
27/1/19,GermanyBIG,EuropeFaZe,trn,15,18,-3,0.91,14,16,1
27/1/19,GermanyBIG,EuropeFaZe,cch,17,23,-6,0.77,16,14,1
27/1/19,GermanyBIG,United StatesCloud9,ovp,26,21,5,1.31,16,14,1
27/1/19,GermanyBIG,United StatesCloud9,cch,25,22,3,1.19,16,14,1
26/1/19,GermanyBIG,North AmericaComplexity,cch,15,14,1,1.23,6,16,2
26/1/19,GermanyBIG,North AmericaComplexity,ovp,26,20,6,1.24,13,16,2
13/12/18,Turkeyex-Space Soldiers,Polandx-kom,cch,37,27,10,1.53,17,19,3
13/12/18,Turkeyex-Space Soldiers,Polandx-kom,trn,28,16,12,1.68,7,16,3
12/12/18,Turkeyex-Space Soldiers,DenmarkNorth,ovp,27,19,8,1.27,16,13,2
12/12/18,Turkeyex-Space Soldiers,DenmarkNorth,inf,19,20,-1,1.19,16,7,2
12/12/18,Turkeyex-Space Soldiers,PolandKinguin,mrg,15,17,-2,0.94,9,16,3
12/12/18,Turkeyex-Space Soldiers,PolandKinguin,trn,23,19,4,1.14,16,13,3
12/12/18,Turkeyex-Space Soldiers,PolandKinguin,cch,22,16,6,1.43,7,16,3
26/11/18,Turkeyex-Space Soldiers,BulgariaWindigo,mrg,24,20,4,1.3,16,11,3
26/11/18,Turkeyex-Space Soldiers,BulgariaWindigo,trn,9,18,-9,0.71,16,4,3
22/11/18,Turkeyex-Space Soldiers,BelarusNemiga,d2,25,11,14,2.12,4,16,3
22/11/18,Turkeyex-Space Soldiers,BelarusNemiga,inf,21,22,-1,1.02,16,14,3
22/11/18,Turkeyex-Space Soldiers,BelarusNemiga,trn,20,14,6,1.27,10,16,3
14/11/18,Turkeyex-Space Soldiers,Swedenfnatic,mrg,17,15,2,1.17,16,4,1
14/11/18,Turkeyex-Space Soldiers,Swedenfnatic,inf,27,24,3,1.12,19,16,1
13/11/18,Turkeyex-Space Soldiers,DenmarkHeroic,mrg,21,19,2,1.17,16,10,1
13/11/18,Turkeyex-Space Soldiers,DenmarkHeroic,d2,31,17,14,1.67,12,16,1
13/11/18,Turkeyex-Space Soldiers,PolandAGO,d2,16,23,-7,0.92,16,10,3
13/11/18,Turkeyex-Space Soldiers,PolandAGO,trn,20,16,4,1.39,6,16,3
01/11/18,Turkeyex-Space Soldiers,EuropeHellRaisers,inf,18,23,-5,1.02,16,10,2
01/11/18,Turkeyex-Space Soldiers,EuropeHellRaisers,d2,17,18,-1,1.06,16,9,2
01/11/18,Turkeyex-Space Soldiers,BulgariaWindigo,d2,32,22,10,1.66,14,16,3
01/11/18,Turkeyex-Space Soldiers,BulgariaWindigo,mrg,33,14,19,2.18,8,16,3
31/10/18,Turkeyex-Space Soldiers,DenmarkNorth,trn,18,18,0,1.3,16,6,2
31/10/18,Turkeyex-Space Soldiers,DenmarkNorth,mrg,13,20,-7,0.86,16,7,2
28/10/18,Turkeyex-Space Soldiers,EuropeSyman,inf,29,24,5,1.2,19,16,3
28/10/18,Turkeyex-Space Soldiers,EuropeSyman,trn,21,18,3,1.24,16,11,3
18/10/18,Turkeyex-Space Soldiers,GermanyBIG,d2,11,18,-7,0.79,16,4,3
18/10/18,Turkeyex-Space Soldiers,GermanyBIG,inf,17,13,4,1.22,6,16,3
17/10/18,Turkeyex-Space Soldiers,EuropeFaZe,d2,29,22,7,1.29,16,13,1
16/10/18,Turkeyex-Space Soldiers,EuropeFaZe,inf,28,15,13,1.7,12,16,1
16/10/18,Turkeyex-Space Soldiers,UkraineNatus Vincere,mrg,11,17,-6,0.78,16,5,1
16/10/18,Turkeyex-Space Soldiers,UkraineNatus Vincere,d2,16,20,-4,0.83,16,9,1
05/10/18,TurkeySpace Soldiers,FranceG2,inf,19,25,-6,0.92,16,14,1
05/10/18,TurkeySpace Soldiers,FranceG2,cch,27,16,11,1.71,7,16,1
05/10/18,TurkeySpace Soldiers,RussiaSpirit,inf,10,18,-8,0.67,16,8,1
05/10/18,TurkeySpace Soldiers,RussiaSpirit,nuke,15,23,-8,0.97,16,12,1
05/10/18,TurkeySpace Soldiers,RussiaSpirit,cch,27,27,0,1.4,16,19,1
05/10/18,TurkeySpace Soldiers,EuropeMOUZ,trn,14,19,-5,0.88,16,9,1
04/10/18,TurkeySpace Soldiers,EuropeMOUZ,d2,22,18,4,1.49,7,16,1
04/10/18,TurkeySpace Soldiers,DenmarkAstralis,trn,28,25,3,1.21,15,19,1
04/10/18,TurkeySpace Soldiers,DenmarkAstralis,inf,32,36,-4,0.93,25,21,1
04/10/18,TurkeySpace Soldiers,France3DMAX,d2,31,16,15,1.9,11,16,3
04/10/18,TurkeySpace Soldiers,France3DMAX,nuke,24,14,10,1.53,9,16,3
02/10/18,TurkeySpace Soldiers,SwedenNinjas in Pyjamas,cch,18,11,7,1.58,2,16,1
02/10/18,TurkeySpace Soldiers,SwedenNinjas in Pyjamas,mrg,18,13,5,1.35,6,16,1
02/10/18,TurkeySpace Soldiers,RussiaSpirit,d2,6,18,-12,0.56,16,2,1
02/10/18,TurkeySpace Soldiers,RussiaSpirit,ovp,12,17,-5,0.84,16,5,1
01/10/18,TurkeySpace Soldiers,EuropeEpsilon,mrg,19,23,-4,0.97,16,11,3
01/10/18,TurkeySpace Soldiers,EuropeEpsilon,inf,11,14,-3,0.75,16,3,3
01/10/18,TurkeySpace Soldiers,EuropeEpsilon,d2,29,18,11,1.63,10,16,3
01/10/18,TurkeySpace Soldiers,DenmarkOpTic,ovp,18,24,-6,0.99,16,13,3
01/10/18,TurkeySpace Soldiers,DenmarkOpTic,inf,18,16,2,1.09,16,6,3
29/9/18,TurkeySpace Soldiers,PolandVirtus.pro,d2,29,18,11,1.78,10,16,1
29/9/18,TurkeySpace Soldiers,United StatesCloud9,mrg,22,20,2,1.11,16,11,1
29/9/18,TurkeySpace Soldiers,BrazilMIBR,mrg,11,21,-10,0.64,16,8,2
28/9/18,TurkeySpace Soldiers,DenmarkAstralis,inf,5,18,-13,0.48,16,6,1
28/9/18,TurkeySpace Soldiers,SwedenNinjas in Pyjamas,mrg,36,16,20,1.98,13,16,1
23/9/18,TurkeySpace Soldiers,PolandInvizy,d2,28,8,20,2.59,2,16,3
23/9/18,TurkeySpace Soldiers,PolandInvizy,mrg,13,17,-4,0.75,16,7,3
23/9/18,TurkeySpace Soldiers,PolandInvizy,cch,32,18,14,1.92,10,16,3
23/9/18,TurkeySpace Soldiers,DenmarkaeM,mrg,14,20,-6,0.91,8,16,3
23/9/18,TurkeySpace Soldiers,DenmarkaeM,cch,23,9,14,2.16,3,16,3
07/09/18,TurkeySpace Soldiers,AustraliaRenegades,inf,23,24,-1,1.09,19,15,1
07/09/18,TurkeySpace Soldiers,North AmericaComplexity,inf,24,19,5,1.36,16,11,2
05/09/18,TurkeySpace Soldiers,United StatesRogue,inf,17,18,-1,1.04,16,10,3
24/8/18,TurkeySpace Soldiers,KazakhstanGambit,cch,20,20,0,1.17,16,14,1
24/8/18,TurkeySpace Soldiers,KazakhstanGambit,trn,26,18,8,1.52,16,9,1
24/8/18,TurkeySpace Soldiers,KazakhstanGambit,inf,25,13,12,1.53,11,16,1
23/8/18,TurkeySpace Soldiers,DenmarkFragsters,inf,22,16,6,1.26,12,16,3
23/8/18,TurkeySpace Soldiers,DenmarkFragsters,mrg,23,7,16,2.32,2,16,3
23/8/18,TurkeySpace Soldiers,DenmarkFragsters,trn,11,16,-5,0.69,16,2,3
23/8/18,TurkeySpace Soldiers,FinlandENCE,mrg,23,21,2,1.26,16,10,1
23/8/18,TurkeySpace Soldiers,FinlandENCE,nuke,21,31,-10,0.86,19,16,1
02/08/18,TurkeySpace Soldiers,LithuaniaImperial,mrg,25,17,8,1.44,16,14,3
02/08/18,TurkeySpace Soldiers,LithuaniaImperial,trn,11,20,-9,0.85,16,6,3
28/6/18,TurkeySpace Soldiers,DenmarkHeroic,trn,32,22,10,1.48,16,14,1
28/6/18,TurkeySpace Soldiers,DenmarkHeroic,nuke,21,24,-3,1.14,16,13,1
28/6/18,TurkeySpace Soldiers,PolandAGO,d2,21,9,12,2.04,1,16,3
28/6/18,TurkeySpace Soldiers,PolandAGO,trn,26,12,14,1.8,5,16,3
28/6/18,TurkeySpace Soldiers,PolandAGO,cch,21,16,5,1.41,16,8,3
27/6/18,TurkeySpace Soldiers,PolandVirtus.pro,trn,16,13,3,1.33,8,16,1
27/6/18,TurkeySpace Soldiers,PolandVirtus.pro,inf,11,28,-17,0.57,16,19,1
27/6/18,TurkeySpace Soldiers,DenmarkOpTic,mrg,25,20,5,1.35,16,14,3
27/6/18,TurkeySpace Soldiers,DenmarkOpTic,nuke,22,23,-1,1.2,16,13,3
27/6/18,TurkeySpace Soldiers,DenmarkOpTic,d2,36,22,14,1.61,17,19,3
15/6/18,TurkeySpace Soldiers,BrazilSK,d2,20,17,3,1.28,16,6,1
15/6/18,TurkeySpace Soldiers,BrazilSK,cch,21,25,-4,1.07,16,14,1
14/6/18,TurkeySpace Soldiers,EuropeFaZe,mrg,16,19,-3,0.96,16,6,1
14/6/18,TurkeySpace Soldiers,EuropeFaZe,inf,19,18,1,1.26,16,9,1
13/6/18,TurkeySpace Soldiers,BrazilSK,inf,26,18,8,1.52,11,16,1
13/6/18,TurkeySpace Soldiers,BrazilSK,cch,21,18,3,1.22,13,16,1
04/06/18,TurkeySpace Soldiers,United StatesRogue,inf,19,6,13,1.77,2,16,3
04/06/18,TurkeySpace Soldiers,United StatesRogue,ovp,6,16,-10,0.53,16,5,3
04/06/18,TurkeySpace Soldiers,United StatesRogue,mrg,21,15,6,1.4,8,16,3
03/06/18,TurkeySpace Soldiers,EuropeHeroic,mrg,24,18,6,1.43,11,16,1
03/06/18,TurkeySpace Soldiers,EuropeHeroic,cch,20,26,-6,1.05,16,19,1
03/06/18,TurkeySpace Soldiers,DenmarkOpTic,trn,17,21,-4,1.15,10,16,3
03/06/18,TurkeySpace Soldiers,DenmarkOpTic,inf,27,13,14,1.77,9,16,3
03/06/18,TurkeySpace Soldiers,DenmarkOpTic,mrg,19,18,1,1.14,16,7,3
02/06/18,TurkeySpace Soldiers,United StatesRogue,d2,16,20,-4,0.92,16,8,3
02/06/18,TurkeySpace Soldiers,North AmericaComplexity,d2,18,20,-2,1.13,10,16,2
26/5/18,TurkeySpace Soldiers,KazakhstanGambit,inf,12,21,-9,0.67,16,11,1
26/5/18,TurkeySpace Soldiers,KazakhstanGambit,d2,21,21,0,1.47,8,16,1
26/5/18,TurkeySpace Soldiers,KazakhstanGambit,mrg,12,16,-4,0.78,16,2,1
26/5/18,TurkeySpace Soldiers,PolandVirtus.pro,mrg,20,14,6,1.52,8,16,1
26/5/18,TurkeySpace Soldiers,PolandVirtus.pro,trn,27,17,10,1.71,9,16,1
25/5/18,TurkeySpace Soldiers,SerbiaValiance,d2,16,13,3,1.2,6,16,3
25/5/18,TurkeySpace Soldiers,SerbiaValiance,mrg,15,25,-10,0.7,14,16,3
25/5/18,TurkeySpace Soldiers,SerbiaValiance,inf,20,19,1,1.17,16,11,3
25/5/18,TurkeySpace Soldiers,EuropeHellRaisers,d2,11,18,-7,0.74,16,5,2
25/5/18,TurkeySpace Soldiers,EuropeHellRaisers,inf,22,19,3,1.21,16,7,2
25/5/18,TurkeySpace Soldiers,EuropeHellRaisers,mrg,29,22,7,1.5,14,16,2
17/5/18,TurkeySpace Soldiers,DenmarkOpTic,nuke,13,21,-8,0.91,16,5,3
17/5/18,TurkeySpace Soldiers,DenmarkOpTic,inf,6,20,-14,0.39,16,4,3
16/5/18,TurkeySpace Soldiers,North AmericaLiquid,inf,16,21,-5,0.86,16,7,1
16/5/18,TurkeySpace Soldiers,North AmericaLiquid,mrg,24,21,3,1.32,16,11,1
15/5/18,TurkeySpace Soldiers,AustraliaRenegades,inf,15,16,-1,1.17,7,16,1
26/4/18,TurkeySpace Soldiers,EuropeFaZe,trn,16,19,-3,0.99,16,8,1
26/4/18,TurkeySpace Soldiers,EuropeFaZe,inf,10,15,-5,0.62,16,5,1
24/4/18,TurkeySpace Soldiers,EuropeMOUZ,inf,26,22,4,1.3,16,11,1
24/4/18,TurkeySpace Soldiers,EuropeMOUZ,mrg,25,21,4,1.23,16,14,1
18/4/18,TurkeySpace Soldiers,KazakhstanGambit,trn,20,20,0,1.01,16,7,1
18/4/18,TurkeySpace Soldiers,DenmarkAstralis,inf,9,17,-8,0.66,16,2,1
14/4/18,TurkeySpace Soldiers,KazakhstanGambit,trn,19,11,8,1.48,3,16,1
14/4/18,TurkeySpace Soldiers,KazakhstanGambit,cbl,19,11,8,1.38,7,16,1
13/4/18,TurkeySpace Soldiers,DenmarkNorth,nuke,33,21,12,1.56,14,16,2
13/4/18,TurkeySpace Soldiers,DenmarkNorth,cbl,21,17,4,1.52,7,16,2
13/4/18,TurkeySpace Soldiers,FranceEnvy,inf,22,16,6,1.43,9,16,2
13/4/18,TurkeySpace Soldiers,FranceEnvy,cbl,21,15,6,1.35,9,16,2
13/4/18,TurkeySpace Soldiers,FranceEnvy,trn,13,22,-9,0.85,16,10,2
12/04/18,TurkeySpace Soldiers,DenmarkHeroic,ovp,30,26,4,1.53,14,16,1
12/04/18,TurkeySpace Soldiers,DenmarkHeroic,cbl,14,15,-1,1.25,8,16,1
11/04/18,TurkeySpace Soldiers,EuropeHellRaisers,inf,20,14,6,1.34,8,16,2
11/04/18,TurkeySpace Soldiers,EuropeHellRaisers,cbl,28,12,16,2.07,6,16,2
10/04/18,TurkeySpace Soldiers,DenmarkAstralis,inf,10,17,-7,0.78,16,4,1
10/04/18,TurkeySpace Soldiers,DenmarkAstralis,mrg,23,19,4,1.15,16,14,1
05/04/18,TurkeySpace Soldiers,DenmarkNorth,cbl,19,23,-4,0.9,13,16,2
05/04/18,TurkeySpace Soldiers,DenmarkNorth,inf,19,17,2,1.3,9,16,2
04/04/18,TurkeySpace Soldiers,Swedenfnatic,cbl,17,25,-8,0.91,14,16,1
04/04/18,TurkeySpace Soldiers,Swedenfnatic,mrg,20,24,-4,1.17,16,11,1
03/04/18,TurkeySpace Soldiers,PolandVirtus.pro,trn,25,10,15,2.01,4,16,1
03/04/18,TurkeySpace Soldiers,PolandVirtus.pro,cbl,21,11,10,1.72,4,16,1
02/04/18,TurkeySpace Soldiers,KazakhstanGambit,inf,23,17,6,1.57,8,16,1
02/04/18,TurkeySpace Soldiers,KazakhstanGambit,nuke,42,34,8,1.4,25,23,1
02/04/18,TurkeySpace Soldiers,KazakhstanGambit,cbl,10,10,0,1.18,2,16,1
28/3/18,TurkeySpace Soldiers,SwedenGODSENT,mrg,24,27,-3,0.96,17,19,2
28/3/18,TurkeySpace Soldiers,SwedenGODSENT,cch,26,18,8,1.42,11,16,2
28/3/18,TurkeySpace Soldiers,SwedenGODSENT,inf,32,26,6,1.46,17,19,2
26/3/18,TurkeySpace Soldiers,SwedenGODSENT,inf,21,21,0,1.06,16,13,2
26/3/18,TurkeySpace Soldiers,SwedenGODSENT,nuke,17,21,-4,0.99,16,8,2
26/3/18,TurkeySpace Soldiers,SwedenGODSENT,mrg,21,19,2,1.18,12,16,2
25/3/18,TurkeySpace Soldiers,DenmarkNorth,inf,22,15,7,1.45,8,16,2
25/3/18,TurkeySpace Soldiers,DenmarkNorth,nuke,30,20,10,1.52,16,11,2
25/3/18,TurkeySpace Soldiers,DenmarkNorth,cbl,34,28,6,1.39,16,19,2
25/3/18,TurkeySpace Soldiers,BulgariaBpro,mrg,29,15,14,1.71,9,16,3
25/3/18,TurkeySpace Soldiers,BulgariaBpro,nuke,32,17,15,1.98,9,16,3
23/3/18,TurkeySpace Soldiers,NorwayNOREG,cbl,22,19,3,1.37,11,16,3
23/3/18,TurkeySpace Soldiers,NorwayNOREG,nuke,22,24,-2,1.32,14,16,3
22/3/18,TurkeySpace Soldiers,FranceEnvy,cch,20,14,6,1.52,5,16,2
22/3/18,TurkeySpace Soldiers,FranceEnvy,trn,37,21,16,2,12,16,2
22/3/18,TurkeySpace Soldiers,PolandAGO,nuke,21,13,8,1.98,2,16,3
21/3/18,TurkeySpace Soldiers,PolandAGO,mrg,24,11,13,2.02,4,16,3
18/3/18,TurkeySpace Soldiers,Swedenfnatic,mrg,20,22,-2,1.09,16,14,1
18/3/18,TurkeySpace Soldiers,Swedenfnatic,inf,23,26,-3,1.13,16,19,1
18/3/18,TurkeySpace Soldiers,Swedenfnatic,cbl,18,19,-1,1,16,12,1
17/3/18,TurkeySpace Soldiers,RussiaRussia,nuke,17,23,-6,0.97,11,16,3
17/3/18,TurkeySpace Soldiers,RussiaRussia,cbl,33,13,20,2.39,6,16,3
17/3/18,TurkeySpace Soldiers,SwedenGODSENT,cch,13,18,-5,0.92,10,16,2
17/3/18,TurkeySpace Soldiers,SwedenGODSENT,mrg,31,23,8,1.68,14,16,2
15/3/18,TurkeySpace Soldiers,AustraliaORDER,trn,22,17,5,1.26,10,16,3
15/3/18,TurkeySpace Soldiers,AustraliaORDER,cch,24,17,7,1.35,9,16,3
15/3/18,TurkeySpace Soldiers,BrazilTeamOne,mrg,24,20,4,1.21,16,11,3
15/3/18,TurkeySpace Soldiers,BrazilTeamOne,trn,24,17,7,1.31,11,16,3
15/3/18,TurkeySpace Soldiers,South AfricaBravado,cbl,32,18,14,1.59,11,16,3
15/3/18,TurkeySpace Soldiers,South AfricaBravado,trn,18,13,5,1.49,7,16,3
14/3/18,TurkeySpace Soldiers,IndonesiaRecca,cbl,24,8,16,1.89,6,16,3
14/3/18,TurkeySpace Soldiers,FranceLimitless,cch,29,19,10,1.59,11,16,3
14/3/18,TurkeySpace Soldiers,ArgentinaIsurus,trn,16,17,-1,1.07,11,16,3
08/03/18,TurkeySpace Soldiers,FranceG2,cch,28,22,6,1.35,14,16,1
08/03/18,TurkeySpace Soldiers,FranceG2,cbl,20,15,5,1.59,5,16,1
06/03/18,TurkeySpace Soldiers,UkraineNatus Vincere,mrg,24,17,7,1.43,16,8,1
06/03/18,TurkeySpace Soldiers,UkraineNatus Vincere,inf,25,14,11,1.74,6,16,1
25/2/18,TurkeySpace Soldiers,PolandAGO,inf,14,22,-8,1.07,16,13,3
25/2/18,TurkeySpace Soldiers,PolandAGO,trn,27,17,10,1.62,9,16,3
25/2/18,TurkeySpace Soldiers,PolandAGO,cbl,14,19,-5,0.81,16,10,3
25/2/18,TurkeySpace Soldiers,SwedenGODSENT,mrg,25,16,9,1.56,11,16,2
25/2/18,TurkeySpace Soldiers,SwedenGODSENT,cch,23,15,8,1.53,10,16,2
24/2/18,TurkeySpace Soldiers,BulgariaWindigo,inf,25,11,14,1.93,7,16,3
24/2/18,TurkeySpace Soldiers,BulgariaWindigo,mrg,27,21,6,1.31,14,16,3
24/2/18,TurkeySpace Soldiers,BulgariaWindigo,trn,13,16,-3,0.74,16,8,3
16/2/18,TurkeySpace Soldiers,SwedenNinjas in Pyjamas,cch,21,21,0,1.11,16,10,1
15/2/18,TurkeySpace Soldiers,SwedenNinjas in Pyjamas,trn,27,26,1,1.14,19,15,1
15/2/18,TurkeySpace Soldiers,EuropeLDLC,inf,22,7,15,2.09,1,16,3
15/2/18,TurkeySpace Soldiers,EuropeLDLC,cbl,22,19,3,1.1,16,11,3
14/2/18,TurkeySpace Soldiers,DenmarkHeroic,trn,26,11,15,1.94,5,16,1
14/2/18,TurkeySpace Soldiers,DenmarkHeroic,cbl,16,12,4,1.55,1,16,1
07/02/18,TurkeySpace Soldiers,KazakhstanAVANGAR,cch,30,18,12,1.5,16,12,3
07/02/18,TurkeySpace Soldiers,KazakhstanAVANGAR,ovp,19,25,-6,0.76,16,14,3
05/02/18,TurkeySpace Soldiers,SwedenGODSENT,inf,39,24,15,1.8,16,19,2
05/02/18,TurkeySpace Soldiers,SwedenGODSENT,cbl,25,7,18,2.06,4,16,2
01/02/18,TurkeySpace Soldiers,PolandAGO,mrg,15,20,-5,1.02,16,8,3
01/02/18,TurkeySpace Soldiers,PolandAGO,cbl,26,14,12,1.63,9,16,3
01/02/18,TurkeySpace Soldiers,PolandAGO,trn,24,24,0,1.1,16,14,3
01/02/18,TurkeySpace Soldiers,RussiaFORZE,trn,32,18,14,1.74,12,16,2
01/02/18,TurkeySpace Soldiers,FrancePressZ,mrg,15,9,6,1.3,3,16,3
30/1/18,TurkeySpace Soldiers,SlovakiaeXtatus,inf,36,28,8,1.49,19,22,3
30/1/18,TurkeySpace Soldiers,SlovakiaeXtatus,cch,19,17,2,1.41,6,16,3
29/1/18,TurkeySpace Soldiers,FranceEnvy,inf,10,17,-7,0.63,16,5,2
29/1/18,TurkeySpace Soldiers,FranceEnvy,cch,22,24,-2,1.28,16,13,2
23/1/18,TurkeySpace Soldiers,EuropeMOUZ,mrg,20,22,-2,1.05,16,13,1
22/1/18,TurkeySpace Soldiers,GermanyBIG,cbl,14,16,-2,1.09,8,16,3
22/1/18,TurkeySpace Soldiers,KazakhstanGambit,trn,20,19,1,1.21,16,13,1
20/1/18,TurkeySpace Soldiers,United StatesCloud9,cbl,20,24,-4,1.06,13,16,1
20/1/18,TurkeySpace Soldiers,BrazilSK,mrg,23,22,1,1.05,16,13,1
15/1/18,TurkeySpace Soldiers,EuropeMOUZ,mrg,30,22,8,1.37,17,19,1
14/1/18,TurkeySpace Soldiers,United StatesMisfits,trn,27,19,8,1.46,13,16,3
13/1/18,TurkeySpace Soldiers,KazakhstanAVANGAR,mrg,20,16,4,1.47,9,16,3
12/01/18,TurkeySpace Soldiers,GermanySprout,cbl,23,18,5,1.32,16,11,2
07/01/18,TurkeySpace Soldiers,UkraineNatus Vincere,trn,15,19,-4,0.98,16,8,1
07/01/18,TurkeySpace Soldiers,UkraineNatus Vincere,mrg,25,19,6,1.28,14,16,1
07/01/18,TurkeySpace Soldiers,UkraineNatus Vincere,inf,14,19,-5,0.83,16,10,1
07/01/18,TurkeySpace Soldiers,PolandAGO,trn,18,22,-4,0.98,16,12,3
07/01/18,TurkeySpace Soldiers,PolandAGO,mrg,31,31,0,1.28,22,18,3
06/01/18,TurkeySpace Soldiers,SlovakiaeXtatus,inf,25,21,4,1.34,13,16,3
06/01/18,TurkeySpace Soldiers,SlovakiaeXtatus,mrg,21,16,5,1.56,9,16,3
06/01/18,TurkeySpace Soldiers,SlovakiaeXtatus,ovp,11,24,-13,0.78,16,12,3
06/01/18,TurkeySpace Soldiers,AustraliaChiefs,cbl,19,18,1,1.08,9,16,3
06/01/18,TurkeySpace Soldiers,PolandAGO,cbl,26,20,6,1.32,16,11,3
05/01/18,TurkeySpace Soldiers,CanadaRise Nation,mrg,19,15,4,1.33,7,16,3
26/11/17,TurkeySpace Soldiers,Swedenfnatic,inf,22,23,-1,1.23,14,16,1
26/11/17,TurkeySpace Soldiers,Swedenfnatic,cbl,19,20,-1,1.05,16,10,1
26/11/17,TurkeySpace Soldiers,Swedenfnatic,mrg,21,16,5,1.44,6,16,1
26/11/17,TurkeySpace Soldiers,SwedenGODSENT,inf,17,19,-2,1.21,16,8,2
26/11/17,TurkeySpace Soldiers,SwedenGODSENT,mrg,15,17,-2,1.1,16,6,2
26/11/17,TurkeySpace Soldiers,SwedenGODSENT,cch,37,16,21,2.24,12,16,2
25/11/17,TurkeySpace Soldiers,FranceEnvy,inf,21,16,5,1.18,9,16,2
25/11/17,TurkeySpace Soldiers,FranceEnvy,cch,22,16,6,1.45,8,16,2
25/11/17,TurkeySpace Soldiers,NorwayNOREG,mrg,18,12,6,1.61,5,16,3
25/11/17,TurkeySpace Soldiers,NorwayNOREG,nuke,13,20,-7,0.86,16,6,3
25/11/17,TurkeySpace Soldiers,NorwayNOREG,cch,24,25,-1,1.21,14,16,3
24/11/17,TurkeySpace Soldiers,RussiaQuantum Bellator Fire,inf,17,18,-1,1.18,16,7,3
24/11/17,TurkeySpace Soldiers,GermanyBIG,cch,29,19,10,1.49,12,16,3
23/11/17,TurkeySpace Soldiers,BelarusNemiga,ovp,26,13,13,1.86,6,16,3
23/11/17,TurkeySpace Soldiers,SpainWololos,ovp,21,23,-2,1.02,15,15,3
16/11/17,TurkeySpace Soldiers,PolandVirtus.pro,mrg,27,18,9,1.5,13,16,1
16/11/17,TurkeySpace Soldiers,PolandVirtus.pro,cch,17,12,5,1.55,4,16,1
15/11/17,TurkeySpace Soldiers,SlovakiaeXtatus,cbl,35,31,4,1.37,22,20,3
15/11/17,TurkeySpace Soldiers,SlovakiaeXtatus,mrg,15,19,-4,1.01,16,6,3
14/11/17,TurkeySpace Soldiers,FranceaAa,cch,24,8,16,1.88,3,16,3
14/11/17,TurkeySpace Soldiers,FranceaAa,ovp,16,13,3,1.3,6,16,3
14/11/17,TurkeySpace Soldiers,FranceaAa,cbl,18,18,0,0.99,16,7,3
12/11/17,TurkeySpace Soldiers,DenmarkNorth Academy,trn,21,23,-2,1.15,16,14,3
12/11/17,TurkeySpace Soldiers,DenmarkNorth Academy,cbl,29,24,5,1.24,19,15,3
12/11/17,TurkeySpace Soldiers,EuropeMANS NOT HOT,ovp,33,21,12,1.79,13,16,3
12/11/17,TurkeySpace Soldiers,EuropeMANS NOT HOT,cch,22,22,0,1.18,13,16,3
12/11/17,TurkeySpace Soldiers,GermanySeed,cbl,39,28,11,1.41,20,22,3
12/11/17,TurkeySpace Soldiers,GermanySeed,mrg,21,19,2,1.13,9,16,3
12/11/17,TurkeySpace Soldiers,DenmarkBBSP,cbl,16,10,6,1.5,4,16,3
12/11/17,TurkeySpace Soldiers,DenmarkBBSP,inf,16,17,-1,1.09,8,16,3
09/11/17,TurkeySpace Soldiers,SwedenSingularity,inf,33,29,4,1.23,17,19,3
09/11/17,TurkeySpace Soldiers,KazakhstanGambit,mrg,22,23,-1,1.02,16,13,1
09/11/17,TurkeySpace Soldiers,FinlandiGame.com,mrg,32,18,14,1.63,12,16,3
08/11/17,TurkeySpace Soldiers,FinlandSJ,mrg,27,8,19,2.33,4,16,3
08/11/17,TurkeySpace Soldiers,PolandAGO,trn,12,19,-7,0.87,16,7,3
08/11/17,TurkeySpace Soldiers,PolandKinguin,cbl,9,19,-10,0.5,16,3,3
05/11/17,TurkeySpace Soldiers,FranceEnvy,inf,29,19,10,1.75,10,16,2
